args,dataset=cifar100,dataset_root=./,data_aug=True,seed=1,gpu=True,load=False,train_batch_size=128,test_batch_size=128,epoch=350,learning_rate=0.1,momentum=0.9,nesterov=False,weight_decay=0.0005,optimiser=sgd,warm_up_epochs=0,loss_function=temperature_bsce,loss_mean=False,temperature=1.0,gamma=4.0,gamma2=1.0,gamma3=1.0,lamda=1.0,num_bins=15,gamma_schedule=0,gamma_schedule_step1=100,gamma_schedule_step2=250,bsce_norm=2,adafocal_lambda=1.0,adafocal_gamma_initial=1.0,adafocal_gamma_max=20.0,adafocal_gamma_min=-2.0,adafocal_switch_pt=0.2,update_gamma_every=-1,size_average=False,log_interval=50,save_interval=50,saved_model_name=resnet50_cross_entropy_350.model,save_loc=./,model_name=resnet110,load_loc=./model/,wandb_offline=True,model=resnet110,first_milestone=150,second_milestone=250
epoch,train_loss,val_loss,val_acc,val_ece,test_acc,test_ece
0,5.024241345214843,5.744514981842041,0.0498,0.08352446399591862,0.0511,0.058851420026272534
1,3.7356641133626303,3.7005586692810057,0.116,0.017727225459739565,0.1107,0.01638054457623512
